,0,1,Propertycount,2,3,4,5,6,7,8,9,10,Bedroom2,Distance,Landsize,Postcode,Bathroom,index,Lattitude,Rooms,Car,Longtitude
3203,0.0,0.0,11308.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.6,0.0,3122.0,1.0,3203,-37.8249,2,2.0,145.0405
4405,0.0,0.0,11364.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.5,607.0,3070.0,1.0,4405,-37.7668,2,3.0,145.0149
1630,0.0,0.0,8920.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,7.8,686.0,3124.0,2.0,1630,-37.8458,4,2.0,145.0611
11244,0.0,0.0,16166.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,14.7,569.0,3030.0,1.0,11246,-37.89118,3,2.0,144.65368
1881,0.0,0.0,2954.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.4,155.0,3068.0,1.0,1881,-37.7934,2,1.0,144.9922
12109,0.0,0.0,2651.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11.2,0.0,3046.0,1.0,12111,-37.71652,2,1.0,144.92268
5112,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,11.2,864.0,3073.0,2.0,5112,-37.7034,4,4.0,144.9886
5708,0.0,0.0,14887.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.3,163.0,3141.0,1.0,5708,-37.8446,2,1.0,144.9879
5074,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.2,234.0,3073.0,2.0,5074,-37.7172,2,2.0,145.016
5509,0.0,0.0,2417.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6.6,217.0,3011.0,1.0,5509,-37.8075,3,2.0,144.8909
10771,0.0,0.0,4442.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,10.1,669.0,3163.0,2.0,10772,-37.90583,3,1.0,145.07283
8655,0.0,0.0,2555.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.6,601.0,3189.0,1.0,8656,-37.9409,3,2.0,145.0602
848,0.0,0.0,10969.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.9,684.0,3165.0,2.0,848,-37.926,3,4.0,145.0551
2924,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,630.0,3046.0,1.0,2924,-37.7002,4,2.0,144.9232
9590,0.0,0.0,5556.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,18.0,694.0,3037.0,4.0,9591,-37.68178,6,2.0,144.73779
8487,0.0,0.0,5058.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.2,2701.0,3012.0,1.0,8488,-37.8109,2,1.0,144.8684
2877,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,164.0,3046.0,1.0,2877,-37.7072,2,1.0,144.9252
6367,0.0,0.0,7217.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.6,294.0,3142.0,2.0,6367,-37.8503,3,2.0,145.0292
9883,0.0,0.0,17055.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,38.0,537.0,3199.0,1.0,9884,-38.14264,3,2.0,145.14684
186,0.0,0.0,5132.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,11.1,592.0,3025.0,3.0,186,-37.8388,5,6.0,144.8567
3779,0.0,0.0,4675.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.4,396.0,3144.0,2.0,3779,-37.8562,3,2.0,145.0373
1830,0.0,0.0,5051.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.3,0.0,3162.0,1.0,1830,-37.8961,1,1.0,145.0132
7614,0.0,0.0,11918.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.2,557.0,3056.0,1.0,7615,-37.7732,2,1.0,144.951
2959,0.0,0.0,1071.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,13.6,0.0,3043.0,2.0,2959,-37.705,4,2.0,144.9004
7185,0.0,0.0,3578.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.8,0.0,3204.0,2.0,7185,-37.9018,3,3.0,145.0477
11277,0.0,0.0,5682.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.9,656.0,3103.0,2.0,11279,-37.8079,3,4.0,145.09162
9396,0.0,0.0,5301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,11.0,284.0,3018.0,2.0,9397,-37.86066,3,1.0,144.82013
6904,0.0,0.0,5070.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,12.4,576.0,3060.0,2.0,6904,-37.7015,3,2.0,144.9625
5446,1.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.4,608.0,3084.0,2.0,5446,-37.7439,3,1.0,145.0688
6587,0.0,0.0,4380.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.1,0.0,3181.0,1.0,6587,-37.8559,2,1.0,144.999
1234,0.0,0.0,6938.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,10.7,302.0,3187.0,3.0,1234,-37.9182,2,2.0,145.0231
8557,0.0,0.0,3464.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,13.5,128.0,3042.0,1.0,8558,-37.7216,2,1.0,144.8837
3915,0.0,0.0,4918.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,8.7,250.0,3032.0,1.0,3915,-37.7861,3,2.0,144.8897
446,0.0,0.0,4502.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,10.5,673.0,3034.0,5.0,446,-37.7545,4,4.0,144.8736
9066,1.0,0.0,4480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.8,603.0,3105.0,1.0,9067,-37.77173,3,1.0,145.09581
5839,0.0,0.0,13240.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.1,123.0,3182.0,1.0,5839,-37.8641,2,1.0,144.9866
844,0.0,0.0,10969.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.9,732.0,3165.0,1.0,844,-37.9334,3,1.0,145.0667
5201,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.2,714.0,3073.0,1.0,5201,-37.726,2,1.0,144.9858
10732,0.0,0.0,3873.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.4,0.0,3012.0,2.0,10733,-37.77813,2,1.0,144.87287
8404,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,9.7,531.0,3041.0,1.0,8405,-37.7192,3,2.0,144.9045
12070,0.0,0.0,4704.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,17.4,670.0,3048.0,1.0,12072,-37.65168,3,1.0,144.91868
7756,0.0,0.0,11204.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.8,391.0,3058.0,1.0,7757,-37.7418,3,2.0,144.9562
8109,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,6.9,431.0,3039.0,2.0,8110,-37.7615,4,3.0,144.9094
2440,0.0,0.0,9264.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,121.0,3040.0,1.0,2440,-37.7401,2,1.0,144.8923
3103,0.0,0.0,2356.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,14.5,217.0,3188.0,1.0,3103,-37.9432,2,1.0,145.0348
10476,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.4,581.0,3072.0,1.0,10477,-37.73972,3,2.0,145.0111
4774,0.0,0.0,8648.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.8,0.0,3207.0,1.0,4774,-37.8436,1,1.0,144.944
8323,0.0,0.0,14949.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.6,176.0,3121.0,1.0,8324,-37.8162,3,0.0,145.006
6974,0.0,0.0,6482.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.5,2274.0,3123.0,1.0,6974,-37.8339,1,0.0,145.055
6094,0.0,0.0,6763.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,13.5,694.0,3020.0,1.0,6094,-37.7894,3,1.0,144.8027
1294,0.0,0.0,11918.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.2,438.0,3056.0,1.0,1294,-37.7758,3,1.0,144.9508
7613,0.0,0.0,11918.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.2,80.0,3056.0,1.0,7614,-37.7589,3,2.0,144.9588
5518,0.0,0.0,2417.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6.6,170.0,3011.0,1.0,5518,-37.8082,2,1.0,144.8928
10997,1.0,0.0,6990.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,18.0,573.0,3095.0,2.0,10999,-37.70477,4,2.0,145.16552
5067,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.2,125.0,3073.0,1.0,5067,-37.711,1,1.0,145.0052
3442,0.0,0.0,5629.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,12.8,549.0,3033.0,2.0,3442,-37.7496,3,1.0,144.8589
10302,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.2,650.0,3046.0,1.0,10303,-37.69712,2,2.0,144.91949
9423,1.0,0.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,23.2,586.0,3153.0,2.0,9424,-37.82273,3,0.0,145.27323
10170,0.0,0.0,10175.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,12.1,520.0,3083.0,2.0,10171,-37.68155,4,2.0,145.04945
2837,0.0,0.0,10412.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.2,609.0,3146.0,1.0,2837,-37.8542,3,3.0,145.0733
776,0.0,0.0,6795.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,13.0,708.0,3204.0,3.0,776,-37.9181,6,2.0,145.04399999999995
11862,0.0,0.0,7392.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,16.7,923.0,3150.0,3.0,11864,-37.90213,5,3.0,145.18444
11334,1.0,0.0,10999.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,14.3,725.0,3109.0,1.0,11336,-37.78707,3,2.0,145.15161
6324,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.5,611.0,3071.0,2.0,6324,-37.7575,3,2.0,144.9968
2153,1.0,0.0,9028.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,13.9,767.0,3108.0,2.0,2153,-37.7735,4,3.0,145.1044
5558,0.0,0.0,5943.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.1,151.0,3205.0,2.0,5558,-37.8383,3,2.0,144.9632
4920,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.8,143.0,3072.0,2.0,4920,-37.7381,3,2.0,145.0116
8047,0.0,0.0,1808.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,7.8,555.0,3012.0,1.0,8048,-37.8083,3,3.0,144.8754
11591,0.0,0.0,6795.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.4,585.0,3204.0,1.0,11593,-37.91722,3,3.0,145.04836
10032,0.0,0.0,1475.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,47.4,1459.0,3431.0,2.0,10033,-37.45709,4,4.0,144.68999
3136,0.0,0.0,11308.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.6,0.0,3122.0,1.0,3136,-37.8294,1,0.0,145.0382
10282,0.0,0.0,17055.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,38.0,650.0,3199.0,1.0,10283,-38.15882,3,1.0,145.12913999999995
5462,1.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.4,323.0,3084.0,2.0,5462,-37.7359,3,1.0,145.0614
8891,1.0,0.0,13366.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,14.2,446.0,3149.0,1.0,8892,-37.86071,3,1.0,145.1278
9892,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,11.2,1017.0,3046.0,2.0,9893,-37.70705,4,2.0,144.91011
3183,0.0,0.0,11308.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.6,0.0,3122.0,1.0,3183,-37.8184,2,1.0,145.0163
10137,0.0,1.0,17093.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,35.2,796.0,3806.0,2.0,10138,-38.06022,4,2.0,145.35044
7522,0.0,0.0,10969.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,13.9,372.0,3165.0,2.0,7522,-37.9127,3,2.0,145.0694
1943,0.0,0.0,11204.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.8,417.0,3058.0,2.0,1943,-37.7478,3,1.0,144.9583
9959,1.0,0.0,6871.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,17.2,781.0,3132.0,1.0,9960,-37.8105,3,0.0,145.20106
3199,0.0,0.0,11308.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.6,0.0,3122.0,1.0,3199,-37.8183,2,3.0,145.0194
9263,0.0,0.0,3224.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,12.3,568.0,3166.0,2.0,9264,-37.9054,4,2.0,145.08669
1289,0.0,0.0,11918.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.2,147.0,3056.0,1.0,1289,-37.7702,2,1.0,144.9692
4581,0.0,0.0,2309.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.6,0.0,3052.0,1.0,4581,-37.7823,1,1.0,144.9593
6335,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.5,82.0,3071.0,1.0,6335,-37.7556,2,1.0,145.0062
2500,0.0,0.0,2970.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.8,116.0,3078.0,1.0,2500,-37.7818,2,1.0,145.0161
11613,0.0,0.0,10175.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,12.1,539.0,3083.0,1.0,11615,-37.7015,3,3.0,145.07548
11208,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.2,304.0,3041.0,2.0,11210,-37.73456,3,1.0,144.91521
12135,0.0,0.0,14949.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.4,4422.0,3121.0,1.0,12137,-37.82009,2,1.0,145.0038
9103,0.0,0.0,11204.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.7,64.0,3058.0,1.0,9104,-37.75535,3,1.0,144.96481
4106,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.9,436.0,3039.0,1.0,4106,-37.7704,3,2.0,144.9292
7542,1.0,0.0,4605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,13.1,257.0,3128.0,1.0,7542,-37.8259,2,1.0,145.1282
4126,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.9,0.0,3039.0,1.0,4126,-37.7623,1,1.0,144.9211
10008,0.0,0.0,8648.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.5,0.0,3207.0,1.0,10009,-37.84237,2,1.0,144.94486
6933,0.0,0.0,5070.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.4,209.0,3060.0,2.0,6933,-37.7172,4,3.0,144.968
9841,0.0,0.0,9758.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,17.9,724.0,3192.0,2.0,9842,-37.97076,4,3.0,145.04186
11632,0.0,0.0,15510.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,20.6,654.0,3064.0,2.0,11634,-37.6038,3,2.0,144.9226
3966,0.0,0.0,4918.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.7,695.0,3032.0,1.0,3966,-37.7825,3,1.0,144.886
1879,0.0,0.0,3582.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,13.6,188.0,3148.0,2.0,1879,-37.8781,4,1.0,145.0955
10363,0.0,0.0,10331.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.4,257.0,3101.0,1.0,10364,-37.81176,3,2.0,145.02807
11347,0.0,0.0,10926.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,19.6,548.0,3076.0,2.0,11349,-37.64386,4,2.0,145.04817
11373,1.0,0.0,15321.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,16.7,701.0,3150.0,2.0,11375,-37.88902,5,2.0,145.16678000000005
5457,1.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.4,169.0,3084.0,2.0,5457,-37.7415,3,2.0,145.0726
12061,0.0,0.0,8279.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,16.3,534.0,3075.0,1.0,12063,-37.67024,3,2.0,145.03644
3587,0.0,0.0,10331.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.6,745.0,3101.0,1.0,3587,-37.8024,2,1.0,145.0346
10731,0.0,0.0,3873.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.4,159.0,3012.0,2.0,10732,-37.78502,3,2.0,144.86733
3865,0.0,0.0,8801.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.2,888.0,3145.0,1.0,3865,-37.8799,3,2.0,145.0738
2148,1.0,0.0,9028.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.9,720.0,3108.0,1.0,2148,-37.79,3,1.0,145.1309
4131,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.9,0.0,3039.0,1.0,4131,-37.758,1,1.0,144.9237
1036,0.0,0.0,3589.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,10.8,158.0,3019.0,1.0,1036,-37.7889,3,1.0,144.8465
636,0.0,0.0,7809.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,9.2,637.0,3104.0,3.0,636,-37.7898,7,3.0,145.0967
11631,0.0,0.0,15510.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,20.6,752.0,3064.0,3.0,11633,-37.57186,6,2.0,144.93495
7216,0.0,0.0,3578.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.8,647.0,3204.0,2.0,7216,-37.9061,4,2.0,145.0366
3611,0.0,0.0,10331.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.6,364.0,3101.0,2.0,3611,-37.8125,4,0.0,145.043
4134,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.9,222.0,3039.0,2.0,4134,-37.7688,3,2.0,144.9291
9034,0.0,0.0,2866.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,17.3,206.0,3193.0,1.0,9035,-37.97614,2,2.0,145.02014
1083,0.0,0.0,10579.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,11.2,363.0,3186.0,1.0,1083,-37.9275,2,2.0,145.0046
6711,0.0,0.0,6543.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,463.0,3013.0,1.0,6711,-37.8137,3,1.0,144.8636
861,0.0,0.0,10969.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.9,588.0,3165.0,1.0,861,-37.9286,3,2.0,145.069
5212,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.2,585.0,3073.0,1.0,5212,-37.719,2,1.0,144.9972
903,0.0,0.0,10969.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,13.9,230.0,3165.0,2.0,903,-37.9179,3,2.0,145.0592
191,0.0,0.0,5132.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.1,534.0,3025.0,1.0,191,-37.8284,3,2.0,144.8355
109,0.0,0.0,3280.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.3,136.0,3206.0,1.0,109,-37.846,2,0.0,144.9517
6026,0.0,0.0,4217.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,13.3,751.0,3020.0,1.0,6026,-37.7692,3,2.0,144.8246
4455,0.0,0.0,11364.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.5,152.0,3070.0,2.0,4455,-37.7661,2,1.0,145.0001
1942,0.0,0.0,11204.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,7.8,494.0,3058.0,2.0,1942,-37.7359,4,2.0,144.9711
11325,0.0,0.0,10894.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,24.7,757.0,3175.0,1.0,11327,-37.97369000000001,4,2.0,145.19714
4331,0.0,0.0,2291.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,11.2,424.0,3042.0,3.0,4331,-37.74800000000001,4,2.0,144.8873
10807,0.0,0.0,4497.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,15.2,709.0,3191.0,3.0,10809,-37.95095,4,2.0,145.02096
10424,0.0,0.0,4442.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,10.1,589.0,3163.0,2.0,10425,-37.90017,4,2.0,145.06435
5927,0.0,0.0,3755.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,12.6,203.0,3020.0,1.0,5927,-37.7853,3,1.0,144.843
2040,0.0,0.0,3445.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.2,145.0,3058.0,1.0,2040,-37.7295,2,1.0,144.9641
9464,0.0,0.0,5678.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,10.4,207.0,3125.0,2.0,9465,-37.85682,3,1.0,145.10873
9156,0.0,0.0,3593.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.4,616.0,3031.0,2.0,9157,-37.78474,4,2.0,144.9322
8064,0.0,0.0,8801.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.2,709.0,3145.0,2.0,8065,-37.8693,4,2.0,145.0423
4878,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.8,604.0,3072.0,2.0,4878,-37.7369,4,2.0,144.9905
4659,0.0,0.0,7485.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.9,146.0,3044.0,2.0,4659,-37.7152,3,1.0,144.9346
8362,0.0,0.0,5943.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.1,0.0,3205.0,2.0,8363,-37.8319,3,2.0,144.9682
5001,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.8,0.0,3072.0,2.0,5001,-37.7337,4,1.0,144.9854
2775,0.0,0.0,10412.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9.2,281.0,3146.0,2.0,2775,-37.8579,3,2.0,145.0736
7525,0.0,0.0,10969.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,13.9,848.0,3165.0,1.0,7525,-37.9199,2,2.0,145.0573
4145,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.9,595.0,3039.0,2.0,4145,-37.7641,4,2.0,144.9265
2323,0.0,0.0,8989.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.7,0.0,3184.0,1.0,2323,-37.8842,2,1.0,144.9829
762,0.0,0.0,6795.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,611.0,3204.0,2.0,762,-37.9289,4,2.0,145.0481
5921,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,9.7,717.0,3041.0,3.0,5921,-37.7234,3,2.0,144.9077
2617,0.0,0.0,3593.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.4,0.0,3031.0,1.0,2617,-37.7833,2,1.0,144.9255
2411,0.0,0.0,9264.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,635.0,3040.0,1.0,2411,-37.74,3,2.0,144.8941
1094,0.0,0.0,10579.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,11.2,1073.0,3186.0,3.0,1094,-37.918,5,2.0,144.9911
6065,0.0,0.0,6763.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,13.5,620.0,3020.0,1.0,6065,-37.7968,3,1.0,144.8142
